timestamp,InstantPower,InstantProdPower,ElectricPower,PhaseVoltage,LineCurrent,WithdrawnActiveEnergyReading,FeedInActiveEnergyReading,ProducedActiveEnergyReading
2025-12-12T10:02:26Z,-1213.0,,,,,,,
2025-12-12T10:02:36Z,-1198.0,,,,,,,
2025-12-12T10:02:37Z,-1228.0,,,,,,,
2025-12-12T10:02:39Z,-1188.0,,,,,,,
2025-12-12T10:02:32Z,-1220.0,,,,,,,
2025-12-12T10:02:42Z,-1233.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T10:02:44Z,,,58.0,219.0,0.4889,,,
2025-12-12T10:02:44Z,-1176.0,,,,,,,
2025-12-12T10:02:50Z,-1216.0,,,,,,,
2025-12-12T10:03:02Z,-1194.0,,,,,,,
2025-12-12T10:03:08Z,-1146.0,,,,,,,
2025-12-12T10:03:40Z,-1175.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T10:03:34Z,,,55.0,223.0,0.4631,,,
2025-12-12T10:03:47Z,-1216.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T10:03:49Z,,,57.0,220.0,0.5105,,,
2025-12-12T10:03:59Z,-294.0,,,,,,,
2025-12-12T10:02:27Z,,,1.0,228.0,0.0,,,
2025-12-12T10:02:40Z,,,0.0,227.0,0.0,,,
2025-12-12T10:04:04Z,-320.0,,,,,,,
2025-12-12T10:02:27Z,,,1.0,228.0,0.0,,,
